id,Name,Lat,Lon,Distance,CC,City,State,Country,CatId,CatName,CatPluralName,CatShortName,PostalCode,isVerified,StatsCheckinsCount,StatsUsersCount,StatsTipCount,PriceTier,PriceMessage,LikesCount,Rating,RatingSignals,RatingColor,hasMenu,MenuUrl,MenuMobileUrl,SpecialsCount,PhotosCount
4acbe67af964a52044c820e3,Katz's Delicatessen,40.7223070664,-73.987351656,1895,US,New York,NY,United States,4bf58dd8d48988d1c5941735,Sandwich Place,Sandwich Places,Sandwiches,10002,True,47217,37187,730,2,Moderate,0,9.4,2139,00B551,True,https://foursquare.com/v/katzs-delicatessen/4acbe67af964a52044c820e3/menu,https://foursquare.com/v/4acbe67af964a52044c820e3/device_menu,0,4609
4eb13d68e5e8c0f5bd2fd983,Dominique Ansel Bakery,40.7250960008,-74.0030747652,1400,US,New York,NY,United States,4bf58dd8d48988d16a941735,Bakery,Bakeries,Bakery,10012,True,15994,10239,341,2,Moderate,0,9.3,1179,00B551,True,https://foursquare.com/v/dominique-ansel-bakery/4eb13d68e5e8c0f5bd2fd983/menu,https://foursquare.com/v/4eb13d68e5e8c0f5bd2fd983/device_menu,0,2305
4079dc00f964a52070f21ee3,The City Bakery,40.7386405913,-73.9925336838,3100,US,New York,NY,United States,4bf58dd8d48988d16a941735,Bakery,Bakeries,Bakery,10011,True,28789,13238,435,1,Cheap,0,9.1,893,00B551,True,https://foursquare.com/v/the-city-bakery-new-york-ny/4079dc00f964a52070f21ee3/menu,https://foursquare.com/v/4079dc00f964a52070f21ee3/device_menu,0,941
542aa73f498e550c05e178d7,Simit Sarayı,40.7514332283,-73.9823228445,4748,US,New York,NY,United States,4bf58dd8d48988d16a941735,Bakery,Bakeries,Bakery,10016,True,323,253,13,1,Cheap,0,8.4,22,73CF42,False,,,0,45
4f0f47650cd695a0e54cb438,Jack's Wife Freda,40.7219899498,-73.9977478981,1241,US,New York,NY,United States,4bf58dd8d48988d1c0941735,Mediterranean Restaurant,Mediterranean Restaurants,Mediterranean,10012,True,9036,6333,215,2,Moderate,0,9.4,613,00B551,True,https://foursquare.com/v/jacks-wife-freda/4f0f47650cd695a0e54cb438/menu,https://foursquare.com/v/4f0f47650cd695a0e54cb438/device_menu,0,580
4c38ced2ae2da593576301c6,Tacombi at Fonda Nolita,40.7240508482,-73.9938352669,1622,US,New York,NY,United States,4bf58dd8d48988d151941735,Taco Place,Taco Places,Tacos,10012,True,23044,12751,424,2,Moderate,0,9.5,1231,00B551,True,https://foursquare.com/v/tacombi-at-fonda-nolita/4c38ced2ae2da593576301c6/menu,https://foursquare.com/v/4c38ced2ae2da593576301c6/device_menu,0,1431
4393dd78f964a520782b1fe3,The Spotted Pig,40.735697,-74.006838,2561,US,New York,NY,United States,4bf58dd8d48988d155941735,Gastropub,Gastropubs,Gastropub,10014,True,28326,19283,542,3,Expensive,0,9.4,1271,00B551,True,https://foursquare.com/v/the-spotted-pig/4393dd78f964a520782b1fe3/menu,https://foursquare.com/v/4393dd78f964a520782b1fe3/device_menu,0,1262
51d7433c498edc487dbd6801,Flatiron Hall,40.7445311402,-73.9906387164,3770,US,New York,NY,United States,4bf58dd8d48988d155941735,Gastropub,Gastropubs,Gastropub,10010,True,11039,7593,64,2,Moderate,0,8.1,561,73CF42,True,https://foursquare.com/v/flatiron-hall/51d7433c498edc487dbd6801/menu,https://foursquare.com/v/51d7433c498edc487dbd6801/device_menu,1,236
4d59274a3281b1f7deb0b72f,Doughnut Plant,40.7445117685,-73.9966185754,3626,US,New York,NY,United States,4bf58dd8d48988d148941735,Donut Shop,Donut Shops,Donuts,10011,True,22473,13961,373,1,Cheap,0,9.4,1006,00B551,True,https://foursquare.com/v/doughnut-plant-new-york-ny/4d59274a3281b1f7deb0b72f/menu,https://foursquare.com/v/4d59274a3281b1f7deb0b72f/device_menu,0,1769
54368cce498e7f27cef1d883,Dough,40.7396108048,-73.9923489062,3206,US,New York,NY,United States,4bf58dd8d48988d148941735,Donut Shop,Donut Shops,Donuts,10011,False,923,739,27,1,Cheap,0,9.5,55,00B551,False,,,0,75
4a257482f964a520557e1fe3,Momofuku Milk Bar,40.7317954706,-73.9856725931,2725,US,New York,NY,United States,4bf58dd8d48988d1d0941735,Dessert Shop,Dessert Shops,Desserts,10003,True,29740,18425,497,0,,0,9.3,1135,00B551,True,https://foursquare.com/v/momofuku-milk-bar/4a257482f964a520557e1fe3/menu,https://foursquare.com/v/4a257482f964a520557e1fe3/device_menu,0,960
44c91345f964a520f3351fe3,Max Brenner,40.7343295114,-73.9909199231,2719,US,New York,NY,United States,4bf58dd8d48988d1d0941735,Dessert Shop,Dessert Shops,Desserts,10003,True,36785,26278,491,2,Moderate,0,9.2,1296,00B551,True,https://foursquare.com/v/max-brenner/44c91345f964a520f3351fe3/menu,https://foursquare.com/v/44c91345f964a520f3351fe3/device_menu,0,2838
